2020-11-23 21:01:28,064 [Worker-46: Enabling Maven Dependency Management] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicDomain:0.0.1-SNAPSHOT @ /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/pom.xml.
2020-11-23 21:47:40,269 [Worker-85: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:47:40,269 [Worker-85: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:47:48,642 [Worker-85: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:47:48,644 [Worker-85: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:47:48,645 [Worker-85: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:47:48,645 [Worker-85: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:47:55,688 [Worker-91: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:47:55,689 [Worker-91: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:47:55,690 [Worker-91: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:47:55,690 [Worker-91: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:48:29,953 [Worker-87: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2020-11-23 21:48:30,142 [Worker-87: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicDomain:0.0.1-SNAPSHOT @ /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/pom.xml.
2020-11-23 21:48:30,316 [Worker-87: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ClinicDomain/src
2020-11-23 21:48:30,317 [Worker-87: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Resources folder /ClinicDomain/src overlaps with sources folder /ClinicDomain/src
2020-11-23 21:48:30,317 [Worker-87: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Not adding source folder /ClinicDomain/src/test/java because it overlaps with /ClinicDomain/src
2020-11-23 21:48:30,373 [Worker-87: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 0 sec
2020-11-23 21:48:30,585 [Worker-88: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:48:30,587 [Worker-88: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:48:30,593 [Worker-88: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:48:30,594 [Worker-88: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:48:46,133 [Worker-89: Launching Executing clean in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain
2020-11-23 21:48:46,133 [Worker-89: Launching Executing clean in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2020-11-23 21:48:47,809 [Worker-90: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:48:47,812 [Worker-90: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:48:47,813 [Worker-90: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:48:47,814 [Worker-90: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:48:53,653 [Worker-91: Launching Executing install in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain
2020-11-23 21:48:53,653 [Worker-91: Launching Executing install in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2020-11-23 21:48:56,052 [Worker-94: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:48:56,054 [Worker-94: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:48:56,055 [Worker-94: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:48:56,056 [Worker-94: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-24 08:35:16,356 [Worker-110: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:35:16,361 [Worker-110: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-11-24 08:35:16,362 [Worker-110: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:35:16,362 [Worker-110: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-24 08:35:50,521 [Worker-110: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:35:50,521 [Worker-110: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-11-24 08:35:50,522 [Worker-110: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:35:50,523 [Worker-110: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-24 08:36:12,992 [Worker-110: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:36:12,993 [Worker-110: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-11-24 08:36:12,994 [Worker-110: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:36:12,994 [Worker-110: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-24 08:37:17,804 [Worker-110: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:37:17,806 [Worker-110: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-11-24 08:37:17,806 [Worker-110: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:37:17,807 [Worker-110: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-24 08:38:12,071 [Worker-116: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:38:12,071 [Worker-116: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-11-24 08:38:12,073 [Worker-116: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:38:12,074 [Worker-116: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-24 08:38:52,457 [Worker-110: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:38:52,458 [Worker-110: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-11-24 08:38:52,458 [Worker-110: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:38:52,459 [Worker-110: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-24 08:40:04,984 [Worker-120: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:40:04,985 [Worker-120: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-11-24 08:40:04,985 [Worker-120: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:40:04,986 [Worker-120: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-24 08:40:26,358 [Worker-118: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:40:26,358 [Worker-118: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-11-24 08:40:26,359 [Worker-118: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-24 08:40:26,359 [Worker-118: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
